RURAL_SCORE,ZIP_CODE,COUNTY,STATE,NAME,CITY,REGION,ADDRESS
3.2,98072,King,WA,"Grizzly Pet Products, LLC",,North West,19600 144th Ave. N.E.
37.6,97624,Klamath,OR,"Klamath Valley Botanicals, LLC",,North West,24470 Modoc Point Rd.
2.2,68138,Douglas,NE,"Perrigo Animal House, Inc.",,Central,10077 S. 134th St.
3.3,91914,San Diego,CA,Youngevity,,Western,2400 Boswell Rd.
6.9,80403,Jefferson,CO,KONG Co.,,Upper-West,16191 Table Mountain Pkwy.
0.1,92656,Orange,CA,27 Feathers,,Western,"26891 Aliso Creek Rd., Unit B-137"
64.9,80759,Yuma,CO,"5 Rivers Ranch Cattle Feeding, Yuma Feed Lot",,Upper-West,38002 County Road N
12.6,20117,Loudoun,VA,50 West Vineyards,,Mid-Atlantic,39060 John Moseby Hwy.
56.1,73401,Carter,OK,"A C Nutrition, LP",,South Central,"100 Mill St., P.O. Box 2006"
53.3,35951,Marshall,AL,"A T P, Inc.",,Southeast,100 ATP Dr.
0,7205,Union,NJ,Abba Products Corp.,,New York-New Jersey,1301 Central Ave.
24.2,88203,Chaves,NM,AC Nutrition L. P.,,South Central,905 Whitemill Rd.
40.8,79567,Runnels,TX,AC Nutrition L. P.,,South Central,208 S. Melwood
59.3,54730,Dunn,WI,"Ackerman Dairy Products, E. A.",,Midwest,415 Dunn St
89.5,48755,Huron,MI,Active Feed Co.,,Midwest,7564 Pigeon Rd.
75,42202,Logan,KY,Adairville Feed Mill,,Southeast,103 E. Gallatin St.
41.3,19933,Sussex,DE,"Adams & Sons, Inc., T. G.",,Mid-Atlantic,Railroad Ave.
25.1,68025,Dodge,NE,ADM Alliance Nutrition,,Central,350 E. County Road T
14.6,68803,Hall,NE,"ADM Alliance Nutrition, Inc.",,Central,3410 W. 2nd St.
21.1,68776,Dakota,NE,"ADM Alliance Nutrition, Inc.",,Central,425 W. 39th St.
39.9,62656,Logan,IL,"ADM Alliance Nutrition, Inc.",,Midwest,2250 W. 5th St.
41.6,44681,Tuscarawas,OH,"ADM Alliance Nutrition, Inc.",,Midwest,554 Pleasant Valley Rd.
60.5,48875,Ionia,MI,"ADM Alliance Nutrition, Inc.",,Midwest,401 E. Grand River Ave.
14,65803,Greene,MO,"ADM Alliance Nutrition, Inc.",,Central,1300 W. Locust St.
46.6,55336,McLeod,MN,"ADM Alliance Nutrition, Inc.",,Midwest,1011 Elliot Ave.
32.6,62305,Adams,IL,ADM Animal Nutrition,,Midwest,1000 N. 30th St.
31.4,68601,Platte,NE,"ADM Animal Nutrition, Inc.",,Central,2174 E. 59th Ave.
64.3,67410,Dickinson,KS,"ADM Animal Nutrition, Inc.",,Central,1000 N. Washington St.
20.6,46550,Elkhart,IN,"ADM Animal Nutrition, Inc.",,Midwest,301 S. Jackson St.
50.6,46714,Wells,IN,"ADM Animal Nutrition, Inc.",,Midwest,1800 W. Western Ave.
71.5,76442,Comanche,TX,"ADM Animal Nutrition, Inc.",,South Central,508 Moorman Rd.
17.7,79045,Deaf Smith,TX,"ADM Animal Nutrition, Inc.",,South Central,3730 S. Progressive Rd.
22.2,17011,Cumberland,PA,"ADM Animal Nutrition, Inc.",,Mid-Atlantic,2000 Hummel Ave.
47,31015,Crisp,GA,"ADM Animal Nutrition, Inc.",,Southeast,2201 E. 13th Ave.
68.6,39845,Seminole,GA,"AFG Feed, LLC",,Southeast,717 W. Crawford St.
89.3,55735,Pine,MN,Ag Center,,Midwest,6476 Broadway
26.3,66801,Lyon,KS,Ag Choice Feed & Grain,,Central,302 Oak St.
50.3,74016,Rogers,OK,"AG Choice, Inc.",,South Central,704 S. Olive St.
100,64491,Atchison,MO,AG Partners Co-Op,,Central,Highway 136 E.
47,55009,Goodhue,MN,Ag Partners Co-Op,,Midwest,721 St. Clair St. W.
47,55027,Goodhue,MN,Ag Partners Co-Op,,Midwest,101 N. Broadway St.
50.5,50075,Hamilton,IA,"Ag Partners, LLC",,Central,3364 Vail Ave.
66.3,51201,O'Brien,IA,"Ag Partners, LLC",,Central,1016 2nd Ave.
34.5,55972,Winona,MN,Ag Specialists,,Midwest,213 W. 13th St.
100,68936,Furnas,NE,Ag Valley Co-Op,,Central,72133 Highway 136
20.5,80615,Weld,CO,"Agfinity Feed, LLC",,Upper-West,260 Factory Rd.
43.9,44432,Columbiana,OH,"Agland Co-Op, Inc.",,Midwest,330 S. Lincoln Ave.
15.2,44406,Mahoning,OH,"Agland Co-Op, Inc.",,Midwest,364 Lisbon St.
54.7,43719,Belmont,OH,"Agland Co-Op, Inc.",,Midwest,109 Depot St.
61.4,43772,Guernsey,OH,"Agland Co-Op, Inc.",,Midwest,56683 Marietta Rd.
61.5,43824,Coshocton,OH,"Agland Co-Op, Inc.",,Midwest,23917 State Route 93
5.6,46074,Hamilton,IN,"AgReliant Genetics, LLC",,Midwest,1122 E. 169th St.
3.9,60435,Will,IL,"AGRESEARCH, Inc.",,Midwest,1 Genstar Ln.
38.7,98823,Grant,WA,"Agrex, Inc.",,North West,3031 Rd. E N.W.
3.8,66210,Johnson,KS,"Agrex, Inc.",,Central,"10975 Grandview Dr., Ste. 200"
64.3,67449,Dickinson,KS,"Agri Producers, Inc.",,Central,500 N. 7th St.
64.3,67448,Dickinson,KS,Agri Trails Co-Op,,Central,320 Main Ave.
64.3,67451,Dickinson,KS,Agri Trails Co-Op,,Central,508 Main St.
5.5,83702,Ada,ID,Agri-Beef Co.,,North West,"1555 Shoreline Dr., Ste. 320"
14.1,62704,Sangamon,IL,"Agridyne, LLC",,Midwest,"2700 W. Lawrence Ave., Ste. I"
53.3,35976,Marshall,AL,"AGRI-Flavors, Inc.",,Southeast,6121 Alabama Highway 69 S.
66.5,64628,Linn,MO,"AGRIServices Of Brunswick, LLC",,Central,118 E. Helm St.
57.1,52654,Henry,IA,"Agri-Way Partners, LLC",,Central,312 E. Highway 78
60.2,50431,Franklin,IA,"AgVantage FS, Inc.",,Central,20 Grant St.
60.2,50441,Franklin,IA,AgVenture Pinnacle,,Central,1691 Highway 65
33.7,74023,Payne,OK,Ahrberg Milling Co.,,South Central,200 S. Depot St.
0.2,30127,Cobb,GA,"Ajay North America, LLC",,Southeast,1400 Industry Rd.
30.5,52553,Wapello,IA,"Ajinomoto Heartland, Inc.",,Central,1116 Highway 137
100,63957,Wayne,MO,Ajinomoto Windsor Inc,,Central,2 Industrial Dr.
100,36786,Perry,AL,"Alabama Catfish Feedmill, LLC",,Southeast,1420 Washington St.
N/A,99501,Anchorage,AK,"Alaska Garden & Pet Supply, Inc.",,North West,114 N. Orca St.
36.9,56307,Stearns,MN,"Albany Roller Mills, Inc.",,Midwest,730 Church Ave.
65.6,50598,Kossuth,IA,"Albion Ingredient Processors, Inc.",,Central,515 W. Broad St.
20,16401,Erie,PA,Albion Mill,,Mid-Atlantic,73 Canal St.
45.7,17751,Clinton,PA,Albright Feed Mill,,Mid-Atlantic,1061 Kruder Rd.
23.7,19529,Berks,PA,Albright's Mill,,Mid-Atlantic,9927 Kistler Valley Rd.
4.7,43611,Lucas,OH,Alfagreen Supreme,,Midwest,2404 N. Summit St.
100,67877,Haskell,KS,"Alfalfa, Inc.",,Central,1242 Road 180
77.3,83628,Owyhee,ID,"Alforex Seeds, LLC",,North West,504 W. Idaho Ave.
59.5,74056,Osage,OK,Allen Bros.,,South Central,129 E. 5th St.
N/A,70444,Tangipahoa,LA,"Allen Bros. Feed, Inc.",,South Central,300 3rd St.
56.2,27298,Randolph,NC,"Allen Harim Farms, LLC",,Southeast,5719 Old 421 Rd.
41.3,19973,Sussex,DE,"Allen Harim Foods, LLC",,Mid-Atlantic,20799 Allen Rd.
26.1,67871,Scott,KS,"Allen Products, Inc., Billy",,Central,500 E. Road 130
100,67831,Clark,KS,"Alliance Ag & Grain, LLC",,Central,S. Main St. & Santa Fe Ave.
19.3,67882,Ford,KS,"Alliance Ag & Grain, LLC",,Central,10881 Main St.
19.3,67876,Ford,KS,"Alliance Ag & Grain, LLC",,Central,202 E. Santa Fe St.
4.5,78222,Bexar,TX,"Allied Feeds, Inc.",,South Central,4542 Rigsby Ave.
49.6,77954,DeWitt,TX,"Allied Feeds, Inc.",,South Central,208 Hutcheson St.
48.6,53039,Dodge,WI,"Alltech Biotechnology Center, Inc.",,Midwest,331 W. Kindt St.
14.1,88101,Curry,NM,"Alltech Biotechnology Center, Inc.",,South Central,451 Curry Road 10
71.7,5478,Franklin,VT,"Alltech, Inc.",,New England,90 Parah Dr.
50.3,61413,Henry,IL,"Alpha Feed Mill, Inc.",,Midwest,2741 N. 150th Ave.
34.7,43102,Fairfield,OH,"Amanda Grain, Inc.",,Midwest,1 McKinley St.
20.4,61554,Tazewell,IL,American Milling Co.,,Midwest,1811 American St.
9.8,62206,St. Clair,IL,American Milling Co.,,Midwest,1 Cargill Rd.
28,83316,Twin Falls,ID,"American Pet Diner, Inc.",,North West,P.O. Box 165
56.9,64020,Lafayette,MO,"American Proteins, Inc.",,Central,102 N.E. 7th St.
9.9,30041,Forsyth,GA,"American Proteins, Inc., Cumming Div.",,Southeast,4990 Leland Dr.
13.4,64501,Buchanan,MO,"Ameri-Pac, Inc.",,Central,751 S. 4th St.
41.3,19940,Sussex,DE,"Amick Farms, LLC",,Mid-Atlantic,10281 Amick Dr.
20.6,30507,Hall,GA,"AMPRO Products, Inc.",,Southeast,2305 O'Kelly Rd.
9.9,30028,Forsyth,GA,"Ampro Products, Inc.",,Southeast,6590 Bannister Rd.
91.7,54456,Clark,WI,"Anderson Calf Milk, Inc.",,Midwest,N6279 State Highway 73
41.7,40342,Anderson,KY,Anderson County Farm Service,,Southeast,145 Hawkins St.
15.6,76903,Tom Green,TX,"Angelo Pellets, Inc.",,South Central,1111 N. Bell St.
72.9,74953,Le Flore,OK,"Animal Feed Supplement, Inc.",,South Central,101 Roanoke
2.4,85226,Maricopa,AZ,"Animal Nutrition Systems, L. P.",,Western,571 N. 54th St.
46.5,75961,Nacogdoches,TX,"Animal Science Products, Inc.",,South Central,3418 Rayburn Dr.
48.6,53039,Dodge,WI,"Animix, LLC",,Midwest,W7104 County Road KW
13.5,55303,Anoka,MN,"Anoka Independent Grain & Feed, Inc.",,Midwest,2315 2nd Ave.
13.5,55303,Anoka,MN,"Anoka Ramsey Farm & Garden Center, Inc.",,Midwest,7435 Highway 10 W.
0,60601,Cook,IL,Archer Daniels Midland Co.,Peoria,Midwest,"77 W. Wacker Dr., Ste. 4600"
35,51347,Dickinson,IA,"Arco Dehydrating Co., Inc.",,Central,12 S. 3rd St.
42.6,62233,Randolph,IL,"Ardent Mills, LLC",,Midwest,101 Water St.
0,80216,Denver,CO,Arkansas Valley Seed,,Upper-West,4300 N. Monaco St.
2.8,48005,Macomb,MI,Armada Grain Company,,Midwest,73180 Fulton St.
80.3,4730,Aroostook,ME,Aroostook Milling Co.,,New England,15 Hillview Ave.
40.9,95913,Glenn,CA,"Artois Feed, Inc.",,Western,6540 Road 33
48.5,43064,Madison,OH,"ASE Feed & Supply, LLC",,Midwest,211 S. Jefferson Ave.
83.8,30528,White,GA,Ash Bros. Milling Co.,,Southeast,195 E. Kytle St.
25.3,41101,Boyd,KY,"Ashland Milling Co., Inc.",,Southeast,110 9th St.
8,95380,Stanislaus,CA,Associated Feed & Supply Co.,,Western,5213 W. Main St.
64.7,68713,Holt,NE,"Atkinson Feed & Supply, Inc.",,Central,47653 876th Rd.
N/A,70517,St. Martin,LA,"Atlas Feed Mills, Inc.",,South Central,816 Grant Ave.
100,50076,Audubon,IA,Aud-Ex Feed Service Co.,,Central,609 8th St.
71,62311,Hancock,IL,Augusta Farmers Co-Op.,,Midwest,410 W. Green St.
32.3,68840,Buffalo,NE,"Aurora Co-Op Elevator Co., Inc.",,Central,44740 W. Highway 30
51.1,68818,Hamilton,NE,"Aurora Cooperative Elevator Co., Inc.",,Central,2225 Q St.
53.1,47001,Dearborn,IN,Aurora Farm & Garden,,Midwest,228 Exporting St.
33.7,47232,Bartholomew,IN,"Azalia Elevator, Inc.",,Midwest,6701 E 800 S
43,54479,Marathon,WI,"B & B Specialties, Inc.",,Midwest,1104 S. Monroe St.
67.2,50472,Mitchell,IA,"B K Feed Mill, Inc.",,Central,210 S. Park St.
17.5,51101,Woodbury,IA,"Baber's Vis Vita Sales, LLC",,Central,607 Floyd Blvd.
40.5,79843,Presidio,TX,"Baeza Feeds, LLC",,South Central,305 W. El Paso St.
47,40003,Shelby,KY,"Bagdad Roller Mills, Inc.",,Southeast,5740 Elmburg Rd.
33,13309,Oneida,NY,"Bailey's Boonville Mill, Inc.",,New York-New Jersey,123 Mill St.
42.8,27330,Lee,NC,"Baker & Bro., Inc., H. J.",,Southeast,115 McNeil Rd.
20.8,72901,Sebastian,AR,"Baker & Bro., Inc., H. J.",,South Central,1717 Ballman Rd.
10.8,93630,Fresno,CA,"Baker Commodities, Inc.",,Western,16801 W. Jensen Ave.
29.5,45872,Wood,OH,Bakery Feeds,,Midwest,2451 Grant Rd.
53.3,35951,Marshall,AL,"Bakery Feeds, Div. Of Griffin Industries, LLC",,Southeast,1000 Railroad Ave.
11,66006,Douglas,KS,"Baldwin Feed Co., Inc.",,Central,1600 W. High St.
28.8,79347,Bailey,TX,Bamert Seed Co.,,South Central,1897 County Road 1018
37,29803,Aiken,SC,"Banks Mill, Inc.",,Southeast,1270 Banks Mill Rd.
31.7,95987,Colusa,CA,"Bar ALE, Inc.",,Western,1011 5th St.
56.9,40004,Nelson,KY,"Bardstown Mills, Inc.",,Southeast,1393 Withrow Ct.
34.8,57031,Yankton,SD,"Barnes Hay & Feed Co., Inc.",,Upper-West,31020 450th Ave.
52.3,67342,Labette,KS,Bartlett Co-Op Assn.,,Central,311 E. Mill Rd.
52.3,67332,Labette,KS,Bartlett Co-Op Assn.,,Central,401 Main St.
100,68622,Wheeler,NE,Bartlett Foods Feed Mill,,Central,49705 832nd Rd.
61.1,24588,Campbell,VA,"Bartlett Milling Co., L. P.",,Mid-Atlantic,7126 Wards Rd.
19.9,83605,Canyon,ID,BASF Chemical Co.,,North West,818 Paynter Ave.
N/A,70776,Iberville,LA,"BCP Ingredients, Inc.",,South Central,3830 Highway 30
45.1,66733,Neosho,KS,"Beachner Grain, Inc.",,Central,725 N. Main St.
52.3,67357,Labette,KS,"Beachner Grain, Inc.",,Central,2600 Flynn Dr.
83.8,15522,Bedford,PA,Bedford Farm Bureau Co-Op. Assn.,,Mid-Atlantic,102 Industrial Ave.
53.7,78624,Gillespie,TX,Behrends Feed & Fertilizer L. P.,,South Central,3599 Ranch Road 1376
16.5,61724,McLean,IL,"Bellflower Feed Mill, Inc.",,Midwest,100 N. Latcha St.
54.7,43718,Belmont,OH,"Belmont Mills, Inc.",,Midwest,400 S. Jefferson St.
68,46310,Jasper,IN,"Belstra Milling Co., Inc.",,Midwest,424 15th St. S.E.
63.9,78621,Bastrop,TX,Bentoli Agri Nutrition,,South Central,15908 E. Highway 290
81.3,77975,Lavaca,TX,Beran Gin Mill & Feed Co.,,South Central,601 S. Arnim
74.3,54923,Green Lake,WI,"Berlin Feed, Inc.",,Midwest,328 S. Church St.
64.3,67410,Dickinson,KS,"Bert & Wetta Abilene, Inc.",,Central,509 S.E. 4th St.
31.7,67550,Pawnee,KS,"Bert & Wetta Sales, Inc.",,Central,1416 U.S. Highway 56
84,18826,Susquehanna,PA,BH Farm Industries,,Mid-Atlantic,6 Mill St.
100,68361,Fillmore,NE,Biegert Feeds,,Central,115 S. 14th St.
60.7,53555,Columbia,WI,"Big Gain Wisconsin, LLC",,Midwest,W. 9077 Schutz Rd.
26.9,56001,Blue Earth,MN,"Big Gain, Inc.",,Midwest,416 Mathews St.
61.4,45846,Mercer,OH,"Big K Mills, Inc.",,Midwest,2485 Sharpsburg Rd.
18.5,24087,Roanoke,VA,"Big Spring Mill, Inc.",,Mid-Atlantic,1931 Big Spring Dr.
50.5,17004,Mifflin,PA,Big Valley Feed & Grain Co.,,Mid-Atlantic,37 Young Ln.
68.9,65613,Polk,MO,"Bill's Feed & Farm Supply, Inc.",,Central,212 S. Market Ave.
79.2,99114,Stevens,WA,"Biotope Research, Inc.",,North West,512 Williams Lake Rd.
79.9,53507,Iowa,WI,"Bio-Vet, Inc.",,Midwest,300 Ernie Dr.
25.1,68025,Dodge,NE,"BioZyme, Inc., Peet's Feeds Div.",,Central,787 E. County Road T
13.4,64504,Buchanan,MO,BioZymeÆ Incorporated,,Central,6010 Stockyards Expy.
30.6,55917,Steele,MN,"Bixby Feed Mill, Inc.",,Midwest,10240 Bixby Ln.
57.6,30747,Chattooga,GA,Black & Meek Milling Co.,,Southeast,36 Oil Mill Rd.
58.1,83330,Gooding,ID,"Black Cat Pellet Mill, Inc.",,North West,1773 S. 1800 E.
24.7,54944,Outagamie,WI,Black Otter Supply LLC.,,Midwest,136 Dewey St.
24.9,24060,Montgomery,VA,"Blacksburg Feed & Seed Co., Inc.",,Mid-Atlantic,1212 N. Main St.
34.2,66002,Atchison,KS,Blair Milling & Elevator Co.,,Central,1000 Main St.
66,39823,Early,GA,Blakely Feed & Seed,,Southeast,159 N. Main St.
12.3,53559,Dane,WI,Blaschka Mill,,Midwest,132 Hubbell St.
61.4,45822,Mercer,OH,Blue Ribbon Feed Mill,,Midwest,6221 Route 274
85.8,47164,Harrison,IN,"Blue River Farm Supply, Inc.",,Midwest,"14485 Green St. N.E., R.R. 1"
50.5,50595,Hamilton,IA,"Blue Stem Enterprises, LLC",,Central,1565 280th St.
60.9,38555,Cumberland,TN,"Bob's Feed & Fertilizer, LLC",,Southeast,1073 Industrial Blvd.
100,63764,Bollinger,MO,Bollinger County Co-Op,,Central,Highway 34
100,52620,Van Buren,IA,Bonaparte Feed,,Central,206 Maple St.
18.8,65201,Boone,MO,"Bourn Feed & Supply, Inc.",,Central,4011 Interstate 70 Dr. S.E.
72.8,56314,Morrison,MN,Bowlus Feed & Grain,,Midwest,30 Main St. E.
39.5,21158,Carroll,MD,"Bowman & Sons, Inc., R. D.",,Mid-Atlantic,101 Englar Rd.
30.5,63779,Cape Girardeau,MO,"Bowman Milling Co., Inc.",,Central,330 Jackson Rd.
51.8,51520,Crawford,IA,Boyer Valley Co.,,Central,2268 Q Ave.
46.3,76446,Erath,TX,"Bradberry's Best, Inc.",,South Central,621 S. Patrick St.
31,34478,Marion,FL,"Branch Properties, Inc.",,Southeast,335 N.E. Watula Ave.
26.6,17046,Lebanon,PA,Brandt's Mill,,Mid-Atlantic,630 N. 9th St.
47.6,27856,Nash,NC,"Braswell Milling Co., Inc.",,Southeast,105 Cross St.
53.5,77833,Washington,TX,Brenham Produce Co.,,South Central,1103 S. Market St.
17.1,30107,Cherokee,GA,"Brigham Farms, LLC",,Southeast,4900 Ball Ground Hwy.
5.8,84401,Weber,UT,Brine Shrimp Direct,,Upper-West,260 W. 29th St.
4.6,92503,Riverside,CA,"Brookhurst Mill, Inc.",,Western,3315 Van Buren Blvd.
18.6,67846,Finney,KS,Brookover Co.,,Central,50 Grandview Dr.
51.1,30436,Toombs,GA,"Brown Implement & Milling, Inc.",,Southeast,520 S. State St.
14,31705,Dougherty,GA,Brown Milling Co.,,Southeast,4634 GA Highway 112 S.
51.8,13340,Herkimer,NY,"Brown's Feed, Inc.",,New York-New Jersey,124 W. Orchard St.
23.7,19508,Berks,PA,"Brown's Sons, Inc., F. M.",,Mid-Atlantic,127 S. Furnace St.
9.3,45013,Butler,OH,"Brubaker Grain & Chemical, Inc.",,Midwest,4850 Hamilton Eaton Rd.
26.9,26508,Monongalia,WV,"Bruceton Farm Services, Inc.",,Mid-Atlantic,116 Shannon Dr.
100,68322,Thayer,NE,Bruning Grain & Feed Co.,,Central,417 W. Railway St.
56.1,76008,Parker,TX,Bryant Grain Co.,,South Central,300 N. Front St.
66.3,45380,Darke,OH,Buckeye Feed & Grain,,Midwest,895 E. Main St.
54.6,45177,Clinton,OH,"Buckley Bros., Inc.",,Midwest,320 E. Main St.
67,56482,Wadena,MN,Buckwheat Growers Co-Op,,Midwest,206 Aldrich Ave. S.E.
43.7,47260,Jackson,IN,"Bundy Bros. & Sons, Inc.",,Midwest,3 N. David St.
4.9,50009,Polk,IA,"Burget Mills, Inc.",,Central,200 1st Ave. S.
82.3,56726,Roseau,MN,"Burkel Grain Services, Inc.",,Midwest,20463 Highway 11 E.
56.8,40741,Laurel,KY,Burkmann Feeds,,Southeast,1115 S. Laurel St.
63.3,42141,Barren,KY,"Burkmann Feeds Of Glasgow, LLC",,Southeast,145 American Ave.
34.8,40422,Boyle,KY,"Burkmann Industries, Inc.",,Southeast,1111 Perryville Rd.
37.9,76028,Johnson,TX,"Burleson Feed Mill, Inc.",,South Central,123 N. Commerce St.
72.8,72638,Carroll,AR,"Butterball, LLC",,South Central,400 W. Main St.
65.8,72653,Baxter,AR,"Butterball, LLC",,South Central,501 W. Wade Ave.
5.6,97106,Washington,OR,Buxton Feed Co.,,North West,49552 N.W. Pongrats Rd.
8.5,95206,San Joaquin,CA,"C & R International Sales, Inc.",,Western,2403 Navy Dr.
33.9,50501,Webster,IA,"C & S Products Co., Inc.",,Central,1528 Cardinal Ave.
24.7,79316,Terry,TX,"C P E Feeds, Inc.",,South Central,2102 Lubbock Rd.
38.9,54245,Manitowoc,WI,C P Feeds,,Midwest,16322 W. Washington St.
21.3,17519,Lancaster,PA,"C. E. Sauder & Sons, LLC",,Mid-Atlantic,359 Weaverland Valley Rd.
31.2,42104,Warren,KY,C3 Feed & Farm,,Southeast,2494 Old Union Church Rd.
5.8,84401,Weber,UT,Cache Commodities,,Upper-West,860 W. 24th St.
9.5,33540,Pasco,FL,"Cal Maine Foods, Inc.",,Southeast,40140 Lynbrook Dr.
54.3,72137,White,AR,"Caldwell Milling Co., Inc.",,South Central,504 Highway 5
38.8,72032,Faulkner,AR,"Caldwell Milling Co., Inc.",,South Central,775 Equity Ave.
10.9,93230,Kings,CA,"California Bio-Productex, Inc.",,Western,13220 Crown Ave.
72.2,79504,Callahan,TX,"Callahan County Farmers Co-Op, Inc.",,South Central,200 E. 1st St.
15.3,39066,Hinds,MS,"Cal-Maine Foods, Inc.",,Southeast,17521 Old Highway 80 W.
67.1,78941,Fayette,TX,"Cal-Maine Foods, Inc.",,South Central,112 W. 6th St.
35,33513,Sumter,FL,"Cal-Maine Foods, Inc.",,Southeast,7095 S. U.S. Highway 301
54.3,72143,White,AR,"Cal-Maine Foods, Inc.",,South Central,500 S. Oak St.
8.5,95220,San Joaquin,CA,"Calva Products, LLC",,Western,4351 Winery Rd.
62.2,56057,Le Sueur,MN,"Camas, Inc.",,Midwest,260 W. Derrynane St.
38,57787,Meade,SD,"Cammack Ranch Supply, Inc.",,Upper-West,Highway 34
37.9,28689,Iredell,NC,Campbell's Feed & Fertilizers,,Southeast,4635 Linneys Mill Rd.
100,56232,Lac qui Parle,MN,Canby Farmers Grain Co.,,Midwest,511 Walnut St.
80.8,56220,Yellow Medicine,MN,Canby Farmers Grain Co.,,Midwest,212 W. 1st St.
43.4,67333,Montgomery,KS,Caney Agri Service,,Central,600 W. 4th St.
73.6,42721,Grayson,KY,"Caneyville Milling Co., Inc.",,Southeast,508 E. Maple St.
63.9,78602,Bastrop,TX,"Capitol Feed & Milling Co., Inc.",,South Central,2299 Highway 71 W.
71.5,76444,Comanche,TX,"Caraway & Sons, Inc., C. M.",,South Central,325 W. Reynosa Ave.
10.5,36108,Montgomery,AL,Cargill Animal Nutrition,,Southeast,3250 Fitzpatrick Ave.
6.3,73109,Oklahoma,OK,Cargill Animal Nutrition,,South Central,2100 S. Robinson Ave.
45.1,73942,Texas,OK,Cargill Animal Nutrition,,South Central,2502 Hurliman Rd.
24.7,54140,Outagamie,WI,Cargill Animal Nutrition,,Midwest,1800 E. Elm Dr.
38.7,27893,Wilson,NC,Cargill Animal Nutrition,,Southeast,2500 Wilco Blvd. S.
6.1,66118,Wyandotte,KS,Cargill Animal Nutrition,,Central,39 S. Ewing St.
9.7,12211,Albany,NY,Cargill Animal Nutrition,,New York-New Jersey,"8 Southwoods Blvd., Ste. 4"
51,44691,Wayne,OH,Cargill Animal Nutrition,,Midwest,1203 Timken Rd.
29.2,80751,Logan,CO,Cargill Animal Nutrition,,Upper-West,219 Right Of Way Rd.
5.8,84401,Weber,UT,Cargill Animal Nutrition,,Upper-West,2850 F Ave.
23.4,16662,Blair,PA,Cargill Animal Nutrition,,Mid-Atlantic,965 Frederick Rd.
25.9,98248,Whatcom,WA,Cargill Animal Nutrition,,North West,5744 3rd St.
29,98233,Skagit,WA,Cargill Animal Nutrition,,North West,16939 Route 20
17.7,79045,Deaf Smith,TX,Cargill Animal Nutrition,,South Central,3735 S. Progressive Rd.
42.8,17889,Union,PA,Cargill Animal Nutrition,,Mid-Atlantic,70 Agway Ln.
7.8,34758,Osceola,FL,Cargill Animal Nutrition,,Southeast,1845 Avenue A
83.4,52358,Cedar,IA,Cargill Animal Nutrition,,Central,610 N. 4th St.
64.7,62839,Clay,IL,Cargill Animal Nutrition,,Midwest,6 Industrial Park
43.5,67460,McPherson,KS,Cargill Animal Nutrition,,Central,2025 E. 1st St.
16,79602,Taylor,TX,Cargill Animal Nutrition,,South Central,1025 China St.
2.2,55343,Hennepin,MN,Cargill Animal Nutrition,,Midwest,9380 Excelsior Blvd.
26.6,17046,Lebanon,PA,Cargill Animal Nutrition,,Mid-Atlantic,320 N. 16th St.
9,79101,Potter,TX,Cargill Animal Nutrition,,South Central,801 S. Fillmore St.
21.9,85193,Pinal,AZ,"Cargill Animal Nutrition, Inc.",,Western,14721 W. Main St.
N/A,71346,Rapides,LA,"Cargill Animal Nutrition, Nutrena Feed Div.",,South Central,16 Feed Mill Rd.
44.2,55309,Sherburne,MN,Cargill Feed & Nutrition,,Midwest,100 County Road 43 N.W.
59.9,14020,Genesee,NY,Cargill Feed & Nutrition,,New York-New Jersey,8849 Wortendyke Rd.
67.9,12865,Washington,NY,Cargill Feed & Nutrition,,New York-New Jersey,4186 State Route 29
15.2,76501,Bell,TX,Cargill Feed Mill,,South Central,251 Berger Rd.
71.7,5488,Franklin,VT,Cargill Feed Nutrition,,New England,149 Jonergin Dr.
9,79107,Potter,TX,Cargill Feed Nutrition,,South Central,301 N. Grand St.
N/A,22802,Independent Cities,VA,"Cargill Turkey Production, LLC",,Mid-Atlantic,1 Kratzer Ave.
73.3,65734,Barry,MO,"Cargill, Inc.",,Central,8787 Farm Road 2115
25.5,72764,Washington,AR,"Cargill, Inc.",,South Central,2201 Long St.
12.6,13090,Onondaga,NY,"Cargill, Inc.",,New York-New Jersey,7700 Maltlage Dr.
43.9,14747,Chautauqua,NY,"Cargill, Inc.",,New York-New Jersey,1029 Poland Center Rd.
83.4,38611,Marshall,MS,"Cargill, Inc., Animal Nutrition",,Southeast,7100 Highway 178 W.
78.5,63361,Montgomery,MO,"Cargill, Inc., Nutrena Feed Div.",,Central,1006 Industrial Park Dr.
69.7,78942,Lee,TX,"Cargill, Inc., Nutrena Feeds Div.",,South Central,1502 Industrial Park Rd.
17.5,51105,Woodbury,IA,"Cargill, Inc., Nutrena Feeds Div.",,Central,3315 Highway 75 N.
22.7,45103,Clermont,OH,Carney's Feed Mill,,Midwest,5284 Edman Rd.
67.7,28128,Stanly,NC,Carolina Forming Garden,,Southeast,12367 Highway 52 S.
71,44615,Carroll,OH,Carrollton Farmers Exchange Co.,,Midwest,204 2nd St. N.W.
12.7,52213,Linn,IA,Carson Grain Co.,,Central,905 Central Ave.
46.4,28333,Wayne,NC,"Case Farms, Inc.",,Southeast,330 Pecan Rd.
70.4,72958,Scott,AR,"Catlett Bros. Feed Mill, Inc.",,South Central,538 Highway 272
71,72927,Logan,AR,"Catlett Bros. Feed Mill, Inc.",,South Central,572 E. 2nd St.
